Item Name,Unit,Qunatity Available,Quantity Purcahsed,Qunatity Sold,Qunatity Avaialble for sale,Valuation
Pot 5K 10T Bourns,Nos,1.0,11.0,10.0,1.0,180.0
Pot 5K 3W Pankaj Make,Nos,4.0,8.0,4.0,4.0,440.0
Pot 5K Bouns,Nos,7.0,27.0,20.0,7.0,1260.0
Pot Dial-10Turn,Nos,0.0,3.0,3.0,0.0,0.0
Pot-10K ohm(Pankaj),Nos,5.0,16.0,11.0,5.0,900.0
Potentionmeter 100k 10 Turn 3590s,Nos,2.0,5.0,3.0,2.0,740.0
Potentionmeter-KTC-50,Nos,3.0,3.0,0.0,3.0,11061.0
Power Connect 0.25 TO 10 MM² CRIMPING HAND TOOL,Nos,3.0,3.0,0.0,3.0,3450.0
Power Connect 0.5 TO 6 MM² CRIMPING HAND TOOL,Nos,0.0,1.0,1.0,0.0,0.0
Power Connect 0.85 TO 10 MM² CRIMPING HAND TOOL,Nos,0.0,2.0,2.0,0.0,0.0
"Power CONTACTOR 3TF35 38A,220V- Siemens",Nos,0.0,1.0,1.0,0.0,0.0
"Power CONTACTOR 3TF35 40A,220V- Siemens",Nos,0.0,1.0,1.0,0.0,0.0
"Power Contactor,,B9-30-10,22A, 690VAC,China",Nos,0.0,1.0,1.0,0.0,0.0
"Power Contactor,3P (2NO-2NC) 440V, 650A, 220V AC 50/60 Hz coil, MNX 650",Nos,0.0,2.0,2.0,0.0,0.0
"Power Contactor,TeSys D ,(1NO 1NC) 440V, 32A, 220V AC 50/60 Hz coil,LC1D32AM7",Nos,0.0,1.0,1.0,0.0,0.0
"Power Contactor,TeSys D ,3P (3NO) 440V, 115A, 220V AC 50/60 Hz coil,LC1D115AM7",Nos,0.0,4.0,4.0,0.0,0.0
"Power Contactor,TeSys D ,3P (3NO) 440V, 12A, 220V AC 50/60 Hz coil,LC1D12M7",Nos,15.0,63.0,48.0,15.0,11319.899999999998
"Power Contactor,TeSys D ,3P (3NO) 440V, 150A, 220V AC 50/60 Hz coil,LC1D150AM7",Nos,1.0,4.0,3.0,1.0,36775.0
"Power Contactor,TeSys D ,3P (3NO) 440V, 18A, 220V AC 50/60 Hz coil,LC1D18AM7",Nos,11.0,13.0,2.0,11.0,15737.7
"Power Contactor,TeSys D ,3P (3NO) 440V, 25A, 220V AC 50/60 Hz coil,LC1D25AM7",Nos,0.0,3.0,3.0,0.0,0.0
"Power Contactor,TeSys D ,3P (3NO) 440V, 40A, 220V AC 50/60 Hz coil,LC1D40AM7",Nos,1.0,13.0,12.0,1.0,3203.85
"Power Contactor,TeSys D ,3P (3NO) 440V, 65A, 220V AC 50/60 Hz coil,LC1D65AM7",Nos,0.0,3.0,3.0,0.0,0.0
"Power Contactor,TeSys D ,3P (3NO) 440V, 80A, 220V AC 50/60 Hz coil,LC1D80AM7",Nos,2.0,12.0,10.0,2.0,17463.6
"Power Contactor,TeSys D ,3P (3NO) 440V, 95A, 220V AC 50/60 Hz coil,LC1D95AM7",Nos,0.0,1.0,1.0,0.0,0.0
"Power Contactor,TeSys D ,LC1D09M7,3P (3NO) 440V, 9A, 220V AC 50/60 Hz coil,Schneider Electric",Nos,0.0,1.0,1.0,0.0,0.0
"Power Contactor,TeSys D,3P (3NO) 440V, 18A, 24V DC coil,LC1D18BD",Nos,6.0,31.0,25.0,6.0,11031.449999999999
"Power Contactor,TeSys D,3P (3NO) 440V, 80A, 24V DC coil,LC1D80BD",Nos,1.0,1.0,0.0,1.0,7582.6
"Power Cord -1 meter,3-Pin, 6A",Nos,7.0,10.0,3.0,7.0,805.0
"Power Cord -2meter,3-Pin, 6A",Nos,0.0,40.0,40.0,0.0,0.0
"Power Cord -3meter,3-Pin, 6A",Nos,1.0,33.0,32.0,1.0,130.0
"Power Cord 3-Pin, 10A, 250VAC, R132 Mtr. Length NI Instruments",Nos,0.0,3.0,3.0,0.0,0.0
"Power Cord 3-Pin, 16A 3 Mtr. Length 2.5 sq. mm",Nos,16.0,20.0,4.0,16.0,2240.0
"Power Cord 3-Pin, 16A 3 Mtr. Length Everest",Nos,5.0,7.0,2.0,5.0,21400.0
"Power Cord 3-Pin, 6A5 Mtr. Length River",Nos,3.0,12.0,9.0,3.0,360.0
"Power Cord 3-Pin, 6A5 Mtr. Length River",Nos,3.0,12.0,9.0,3.0,360.0
Power Cord Connector 6A M+F,Nos,8.0,18.0,10.0,8.0,526.4
"Power Hexa Blade 16"" X 1.1/4""(10TPI)",Nos,12.0,27.0,15.0,12.0,5934.28
"Power Hooter110VAC, 8VA, 85dB-1mtr. distance, ? = 66mmHY-606-1",Nos,0.0,1.0,1.0,0.0,0.0
"Power Hooter220VAC, 8VA, 85dB-1mtr. distance, ? = 66mmHY-606-2",Nos,5.0,22.0,17.0,5.0,2250.0
"Power Line Filter220VAC, 15A, Chassis mount filter with MOVSK-EP-15AP",Nos,9.0,33.0,24.0,9.0,2790.0
"Power Line Filter220VAC, 3P, 6A, Chassis mount filter 6609066-2",Nos,9.0,24.0,15.0,9.0,24082.38
"Power Line Filter220VAC, 6A, Chassis mount filter with MOVEF-1B006B02A-C01",Nos,12.0,71.0,59.0,12.0,9000.0
Power Supply  Unit Phoenix 24 DC 20A 2866776,Nos,3.0,3.0,0.0,3.0,59746.5
Power Supply  Unit Phoenix 24DC 1.3A 2909575,Nos,1.0,1.0,0.0,1.0,6962.85
Power Supply  Unit Phoenix 24DC 10A 2866763,Nos,1.0,4.0,3.0,1.0,10765.0
Power Supply  Unit Phoenix 24VDC/10A-TRIO-2903149,Nos,0.0,2.0,2.0,0.0,0.0
Power transistor 741(Metal),Nos,0.0,5.0,5.0,0.0,0.0
PPE KIt,Nos,0.0,2.0,2.0,0.0,0.0
PPGI COATED Sheet 18',Pcs,0.0,27.0,27.0,0.0,0.0
Precision Ball RH 25/5,Nos,3.0,4.0,1.0,3.0,11475.0
Precision Ball Screw 25/5 RH- 800,Nos,1.0,1.0,0.0,1.0,2400.0
Precision Lock Nut(YSF) 30x1.5,Nos,8.0,8.0,0.0,8.0,8800.0
Precision Pot -7/8 in 1 Turn,Nos,3.0,4.0,1.0,3.0,10200.0
Press Board 1000*1000*2mm,Kg,0.0,20.14,20.14,0.0,0.0
Pressure Gauge -(0 - 700 )-Hebig,Nos,0.0,2.0,2.0,0.0,0.0
Pressure Gauge -40 kg,Nos,0.0,1.0,1.0,0.0,0.0
"Pressure Guage S.S.,1 To 10 Kg/c.m, 4""",Nos,0.0,1.0,1.0,0.0,0.0
"Pressure Release Valve (PRV)- 1""  0.3 kg/ sq.cm",Nos,11.0,25.0,14.0,11.0,7150.0
"Pressure Relief Valve 1"" 308A-50",Nos,21.0,42.0,21.0,21.0,4725.0
Pressure Sensor -124739 / PT5404-PT-010-SEG14-A-ZVG,Nos,0.0,1.0,1.0,0.0,0.0
Pressure Sensor/Transmitter KS-E-E-E-B01D-M-V-2130-X-000-X-00,Nos,0.0,3.0,3.0,0.0,0.0
"Pressure Sensor/Transmitter Model A-10, O/P-4-20mA, Without Z/S Span Adjustments",Nos,1.0,1.0,0.0,1.0,12100.0
Pressure Switch 060-110891,Nos,0.0,1.0,1.0,0.0,0.0
Pressure Valve,Nos,0.0,1.0,1.0,0.0,0.0
"Printable Sleeve/Tube 2.5mm,White",Roll,4.0,9.0,5.0,4.0,1110.0
"Printable Sleeve/Tube 3.2mm,White",Roll,5.0,17.0,12.0,5.0,1700.0
"Printable Sleeve/Tube 4.2mm,White",Roll,5.0,8.0,3.0,5.0,1940.0
"Printable Sleeve/Tube 6mm,White",Roll,1.0,1.0,0.0,1.0,480.0
Printer Laser jet HP 108A,Nos,0.0,1.0,1.0,0.0,0.0
Printer USB  Cable   Type A Male to B Male,Nos,10.0,25.0,15.0,10.0,1918.5
Profibus-DP RS232 Enerdrive Master_simulator PDP-SIM,Nos,2.0,3.0,1.0,2.0,1732.0
Proline Enclosure  1800X800X800-PP1888RA2,Nos,0.0,4.0,4.0,0.0,0.0
Proline Enclosure 2000X600X600,Nos,0.0,4.0,4.0,0.0,0.0
Proline Enclosure 2000X800X600,Nos,0.0,4.0,4.0,0.0,0.0
Proline Enclosure Dual Access 2000X800X600-PP2086RA2,Nos,0.0,4.0,4.0,0.0,0.0
Proline Set of Side (PSS206)-2000X600,Nos,0.0,4.0,4.0,0.0,0.0
Proline Set of Side (SPM2008R5)-2000X800,Nos,0.0,1.0,1.0,0.0,0.0
Proline Side Cover 1800X800-PSS1881,Nos,0.0,4.0,4.0,0.0,0.0
Proximity sensor-574335 SMT-8M-A-PS-24V E-2.5 E Festo,Nos,0.0,4.0,4.0,0.0,0.0
"PS Enclosure 2000X1000X600, 4006510",Nos,0.0,1.0,1.0,0.0,0.0
"PS Enclosure 2000X600X600, 4606510",Nos,0.0,1.0,1.0,0.0,0.0
"PS Enclosure 2000X600X600, 4606510",Nos,0.0,1.0,1.0,0.0,0.0
"PS Enclosure 2000X800X600,4806510",Nos,0.0,1.0,1.0,0.0,0.0
"PS Set of Side Panels-2000X600, 4106235",Nos,0.0,1.0,1.0,0.0,0.0
PT-100 Dia 6 mm L-6 inch Temp.Probe-20 mtrs,Nos,2.0,4.0,2.0,2.0,1500.0
"PT-100(1"",2"",3"") Temp.Probe",Nos,3.0,6.0,3.0,3.0,2250.0
PTFIX distribution blocks PTFIX-F-3274060,Nos,89.0,161.0,72.0,89.0,6175.71
PU Blue Paint RAL 5013,Ltr,40.0,194.0,154.0,40.0,15200.0
PU Coated Hand Gloves,Pair,47.0,250.0,203.0,47.0,2585.0
PU Equal Elbow 12mm,Nos,0.0,10.0,10.0,0.0,0.0
PU Equal Elbow 16mm,Nos,0.0,2.0,2.0,0.0,0.0
PU Fome Spray,Nos,0.0,5.0,5.0,0.0,0.0
PU Male Coupling 1/2X16 Festo,Nos,10.0,10.0,0.0,10.0,3220.0
PU Male Coupling 1/4x10 Festo,Nos,0.0,4.0,4.0,0.0,0.0
PU Male Coupling 3/8X10 Festo,Nos,12.0,12.0,0.0,12.0,1692.0
PU Male Elbow 3/8x10 mm Festo,Nos,0.0,3.0,3.0,0.0,0.0
Pu Paint (Black),Ltr,22.0,22.0,0.0,22.0,8360.0
Pu Paint (Brown),Ltr,22.0,64.0,42.0,22.0,8360.0
Pu Paint (Havells Grey),Ltr,22.0,138.0,116.0,22.0,8360.0
"PU Pipe 1/2""",Mtr,4.0,64.0,60.0,4.0,465.8
Pu QD Paint (XXXX),Ltr,0.0,22.0,22.0,0.0,0.0
"PU Thinner, KAIRA GP THINNER",Ltr,20.0,260.0,240.0,20.0,3800.0
PU Tube 10X7 mm Festo,Mtrs,0.0,10.0,10.0,0.0,0.0
"PU Tube 16X12 Blue,Legres",Mtrs,0.0,2.0,2.0,0.0,0.0
Pu Tube 16x2.5mm Festo,Mtrs,0.0,5.0,5.0,0.0,0.0
Puff Panel 30 mm GI 1mm both Side,Sqm,0.0,1379.63,1379.63,0.0,0.0
Puff Panels50 mm GI 1mm GI both side,Nos,0.0,178.1,178.1,0.0,0.0
Pullar 100 mm-70746-S,Nos,1.0,1.0,0.0,1.0,2419.9
Pullar 75 mm-70746-S,Nos,1.0,1.0,0.0,1.0,1642.0
Pulley with Bearing-( SKF-6001-2Z ) Guide,Nos,38.0,128.0,90.0,38.0,22800.0
Pump Star-RS 25/8 Wilo,Nos,0.0,3.0,3.0,0.0,0.0
Punch 100mm,Nos,1.0,3.0,2.0,1.0,55.5
Punch 125mm,Nos,3.0,6.0,3.0,3.0,245.0
"Punch ?10.5mmX6""",Nos,1.0,4.0,3.0,1.0,543.0
"punch ?12mmx6""",Nos,1.0,4.0,3.0,1.0,486.0
"Punch ?8.5mmX6""",Nos,1.0,3.0,2.0,1.0,362.0
"Push Botton 22 mm, Green, 1 NO, Contact XB5AA31N",Nos,0.0,8.0,8.0,0.0,0.0
"Push Botton 22 mm, Red, 1 NO, Contact XB5AA42N",Nos,4.0,12.0,8.0,4.0,351.52
"Push Botton? 22 mm, Blue, 1 NO, Contact XB5AA61N",Nos,25.0,51.0,26.0,25.0,2301.0
"Push Botton? 22 mm, Yellow, 1 NO Contact XB5AA51N",Nos,17.0,44.0,27.0,17.0,1564.68
Push Button Element NO Siemens,Nos,0.0,10.0,10.0,0.0,0.0
Push Button Element NO-Siemens,Nos,0.0,5.0,5.0,0.0,0.0
Push Button Green (Vaishno),Nos,0.0,13.0,13.0,0.0,0.0
Push Button Red (Vaishno),Nos,0.0,16.0,16.0,0.0,0.0
Push Button Red 12V Indicator,Nos,0.0,15.0,15.0,0.0,0.0
"Push Button-Light220VAC, Dia16 mm, 1 NO + 1 NC Contact",Nos,17.0,68.0,51.0,17.0,3060.0
"Push Button-Light24VDC, Dia16 mm, 1 NO + 1 NC Contact",Nos,13.0,32.0,19.0,13.0,2195.0
"Put Connector 2-5,(Grey)",Nos,350.0,2867.0,2517.0,350.0,3150.0
Putty Epoxy MRF,Kg,0.0,66.0,66.0,0.0,0.0
PVC Bend  20mm,Nos,0.0,12.0,12.0,0.0,0.0
PVC Bend  20mm,Nos,0.0,12.0,12.0,0.0,0.0
"PVC Braided Pipe 1/2""",Mtr,0.0,0.0,0.0,0.0,0
PVC Cable  Spiral Sleeve 3 mm Transparent,Roll,6.0,52.0,46.0,6.0,930.0
PVC Cable  Spiral Sleeve 6 mm Transparent,Roll,2.0,14.0,12.0,2.0,360.0
PVC Cable  Spiral Sleeve 9 mm Transparent,Roll,0.0,1.0,1.0,0.0,0.0
PVC Channel 25 x 25 mm-Trinity,Nos,27.0,85.0,58.0,27.0,1782.0
PVC Channel 25 x 45mm-Trinity,Nos,41.0,484.0,443.0,41.0,4018.0
PVC Channel 45 x 45mm-Trinity,Nos,61.0,175.0,114.0,61.0,8884.94
PVC Channel 45X45 mm-SGI,Nos,5.0,25.0,20.0,5.0,560.0
"PVC Dead Plug 8""",Nos,0.0,2.0,2.0,0.0,0.0
"PVC Elbow 3""",Nos,0.0,5.0,5.0,0.0,0.0
"PVC Elbow 8""",Nos,0.0,1.0,1.0,0.0,0.0
PVC End Cap3 INCH,Nos,0.0,1.0,1.0,0.0,0.0
PVC PG Gland PG13.5,Nos,55.0,246.0,191.0,55.0,397.5
PVC PG Gland PG16,Nos,74.0,179.0,105.0,74.0,888.0
PVC PG Gland PG19,Nos,58.0,87.0,29.0,58.0,950.0
PVC PG Gland PG21,Nos,32.0,77.0,45.0,32.0,384.0
PVC PG Gland PG25,Nos,2.0,10.0,8.0,2.0,40.0
PVC PG Gland PG29,Nos,35.0,121.0,86.0,35.0,875.0
PVC PG Gland PG36,Nos,20.0,20.0,0.0,20.0,1300.0
PVC PG Gland PG42,Nos,1.0,2.0,1.0,1.0,45.0
PVC PG Gland PG48,Nos,12.0,16.0,4.0,12.0,780.0
PVC PG Gland PG63,Nos,8.0,10.0,2.0,8.0,320.0
PVC PG Gland PG7,Nos,63.0,158.0,95.0,63.0,283.5
PVC PG Gland PG9,Nos,33.0,130.0,97.0,33.0,181.5
"PVC PIPE 1"" Elbow/Bend_Wiring",pcs,0.0,6.0,6.0,0.0,0.0
"PVC PIPE 1""_Wiring",Mtrs,0.0,21.0,21.0,0.0,0.0
"PVC PIPE 3/4""",Mtrs,0.0,3.0,3.0,0.0,0.0
"PVC PIPE 8""",Mtrs,4.0,6.0,2.0,4.0,4576.68
"PVC Sleeve 100mm,Black",Mtrs,0.0,5.0,5.0,0.0,0.0
"PVC Sleeve 100mm,Yellow",Mtrs,0.0,7.0,7.0,0.0,0.0
"PVC Sleeve 103mm,Black",Mtrs,0.0,55.0,55.0,0.0,0.0
"PVC Sleeve 104mm,Blue",Mtrs,0.0,15.0,15.0,0.0,0.0
"PVC Sleeve 110mm,Black",Mtrs,0.0,19.0,19.0,0.0,0.0
"PVC Sleeve 120 mm,Blue",Mtrs,8.0,31.0,23.0,8.0,3400.0
"PVC Sleeve 120 mm,Red",Mtrs,8.0,26.0,18.0,8.0,3400.0
"PVC Sleeve 120 mm,Yellow",Mtrs,0.0,56.0,56.0,0.0,0.0
"PVC Sleeve 128mm,Black",Mtrs,5.0,55.0,50.0,5.0,120.0
"PVC Sleeve 128mm,Green",Mtrs,0.0,50.0,50.0,0.0,0.0
"PVC Sleeve 140mm,Red",Mtrs,0.0,4.0,4.0,0.0,0.0
"PVC Sleeve 160mm,Red",Mtrs,0.0,42.0,42.0,0.0,0.0
"PVC Sleeve 170mm, Black",Mtrs,0.0,50.0,50.0,0.0,0.0
"PVC Sleeve 180mm,Black",Mtrs,0.0,15.0,15.0,0.0,0.0
"PVC Sleeve 190,Black",Mtrs,0.0,50.0,50.0,0.0,0.0
"PVC Sleeve 230mm, Black",Mtrs,0.0,44.0,44.0,0.0,0.0
"PVC Sleeve 32mm,Black",Mtrs,20.0,25.0,5.0,20.0,1280.0
"PVC Sleeve 32mm,Yellow",Mtrs,5.0,17.0,12.0,5.0,300.0
"PVC Sleeve 35mm,Red",Mtrs,60.0,60.0,0.0,60.0,3600.0
"PVC Sleeve 40mm,Black",Mtrs,40.0,49.0,9.0,40.0,2880.0
"PVC Sleeve 40mm,Blue",Mtrs,74.0,77.0,3.0,74.0,3848.0
"PVC Sleeve 40mm,Yellow",Mtrs,44.0,45.0,1.0,44.0,3168.0
"PVC Sleeve 40mm,Yellow",Mtrs,44.0,45.0,1.0,44.0,3168.0
"PVC Sleeve 50mm,Blue",Mtrs,50.0,52.0,2.0,50.0,4500.0
"PVC Sleeve 50mm,Red",Mtrs,20.0,31.0,11.0,20.0,1700.0
"PVC Sleeve 50mm,Yellow",Mtrs,40.0,40.0,0.0,40.0,3600.0
"PVC Sleeve 60mm,Blue",Mtrs,0.0,4.0,4.0,0.0,0.0
"PVC Sleeve 60mm,Red",Mtrs,0.0,5.0,5.0,0.0,0.0
"PVC Sleeve 60mm,Yellow",Mtrs,0.0,5.0,5.0,0.0,0.0
"PVC Sleeve 70mm,Black",Mtrs,0.0,20.0,20.0,0.0,0.0
"PVC Sleeve 70mm,Blue",Mtrs,0.0,42.0,42.0,0.0,0.0
"PVC Sleeve 70mm,Red",Mtrs,0.0,35.0,35.0,0.0,0.0
"PVC Sleeve 70mm,Yellow",Mtrs,0.0,40.0,40.0,0.0,0.0
"PVC Sleeve 80mm,Black",Mtrs,0.0,4.0,4.0,0.0,0.0
"PVC Sleeve 80mm,Blue",Mtrs,0.0,6.0,6.0,0.0,0.0
"PVC Sleeve 80mm,Red",Mtrs,0.0,8.0,8.0,0.0,0.0
"PVC Sleeve 80mm,Yellow",Mtrs,20.0,34.0,14.0,20.0,5000.0
"PVC Sleeve170mm,Black",Mtrs,0.0,10.0,10.0,0.0,0.0
PVC Spiral Cable Glands Metric SPG13.5,Nos,15.0,19.0,4.0,15.0,112.5
PVC Spiral Cable Glands Metric SPG21,Nos,15.0,21.0,6.0,15.0,2025.0
PVC Tape-Electrical Insulation,Pcs,44.0,312.0,268.0,44.0,440.0
PVC Tape-MICA,Roll,0.0,0.0,0.0,0.0,0
PVC Tee  3 INCH,Nos,0.0,1.0,1.0,0.0,0.0
"PVC Thunder Pipe 2""",Mtr,0.0,36.0,36.0,0.0,0.0
"PVC Wire Braided Hose Pipe 1"" 25NB Soft Quality",Mtr,25.0,140.0,115.0,25.0,4250.0
PVC Yellow Sheet 3 mm (Shielding Room),Kg,10.0,108.2,98.2,10.0,2350.0
Quick Heal Antivirus,Nos,0.0,39.0,39.0,0.0,0.0
"Quick Release Nipple 1"" Female",Nos,2.0,10.0,8.0,2.0,2290.0
"Quick Release Nipple 1"" Male",Nos,2.0,12.0,10.0,2.0,1740.0
"Quick Release Nipple 3/4"" Female",Nos,0.0,2.0,2.0,0.0,0.0
"Quick Release Nipple 3/4"" Male",Nos,0.0,2.0,2.0,0.0,0.0
Rached Belt  5 Mtrs,Nos,9.0,45.0,36.0,9.0,6750.0
Rack W=20 mm,Nos,0.0,3.0,3.0,0.0,0.0
"Rack W=50 mm,pitch=15 mm,T=32 mm,L=1000 mm MS",Nos,6.0,25.0,19.0,6.0,18600.0
Radiator Assembly 278650110151,Kgs,0.0,3.0,3.0,0.0,0.0
Radiator Hose Pipe L Type L/L,Nos,0.0,1.0,1.0,0.0,0.0
Radiator Hose Pipe S type 3518/2518,Nos,0.0,1.0,1.0,0.0,0.0
Radiator Hose Pipe Z type 3518 N/,Nos,0.0,1.0,1.0,0.0,0.0
Radiator House Pipe  Clip  1.5 Inch,pcs,0.0,4.0,4.0,0.0,0.0
Radiator House Pipe  Clip  278650110151,pcs,0.0,8.0,8.0,0.0,0.0
Radiator House Pipe  L type 278650110151,pcs,0.0,3.0,3.0,0.0,0.0
Radiator House Pipe  Z type 278650110151,pcs,0.0,1.0,1.0,0.0,0.0
Radiator Valve Size 80 mm Model-EAS-80,Nos,0.0,2.0,2.0,0.0,0.0
"RAIN SHEDS,GRS 130-6-S(FM)",Nos,200.0,270.0,70.0,200.0,15600.0
Randa 150mm,Nos,0.0,1.0,1.0,0.0,0.0
"Ratchet Handle 1/4"" Toptul  WRENCH",Set,1.0,1.0,0.0,1.0,650.0
Raw Studs 130mm,Nos,50.0,100.0,50.0,50.0,2500.0
Raw Studs 160mm,Nos,37.0,74.0,37.0,37.0,2220.0
Raw Studs 170mm,Nos,43.0,86.0,43.0,43.0,3010.0
Raw Studs 220mm,Nos,184.0,368.0,184.0,184.0,18400.0
Raw Studs 275mm,Nos,69.0,138.0,69.0,69.0,10350.0
Raw Studs 410mm,Nos,31.0,62.0,31.0,31.0,6200.0
RCCB 25 AMP 2P 100mA (Schneider),Nos,1.0,1.0,0.0,1.0,1991.0
Reader Module Micro SD Card,Nos,0.0,1.0,1.0,0.0,0.0
Reamer 06mm,Nos,0.0,1.0,1.0,0.0,0.0
Reamer 10 mm,Nos,4.0,5.0,1.0,4.0,4799.6
Reamer 12 mm,Nos,2.0,2.0,0.0,2.0,4890.0
Reamer 14 mm,Nos,3.0,5.0,2.0,3.0,4899.9
Reamer 15 mm,Nos,1.0,1.0,0.0,1.0,1644.0
"Reamer 15mm,Taper Shank Machine",Nos,0.0,1.0,1.0,0.0,0.0
Reamer 20 mm,Nos,1.0,2.0,1.0,1.0,2293.2
Reamer 6 mm,Nos,1.0,2.0,1.0,1.0,628.0
Reamer 8 mm,Nos,2.0,3.0,1.0,2.0,2378.0
Reamer 8mm,Nos,0.0,1.0,1.0,0.0,0.0
"Rectangular Pipe,100x40x5",Kg,0.0,291.57,291.57,0.0,0.0
"Rectangular Pipe,200x100x5",Kg,0.0,19.5,19.5,0.0,0.0
"Rectangular Pipe,50x25x2",Kg,27.0,189.0,162.0,27.0,1890.0
"Rectangular Pipe,75x25x2",Kg,0.0,18.2,18.2,0.0,0.0
"Rectangular Pipe,80x40x2",Kg,0.0,111.2,111.2,0.0,0.0
"Rectangular Pipe,80x40x3",Kg,35.8,35.8,0.0,35.8,2291.2
"Rectangular Pipe,96x48x3",Kg,60.0,324.7,264.7,60.0,4200.0
Rectangular spring,Nos,0.0,64.0,64.0,0.0,0.0
Rectangular Sprining 15X15,Nos,0.0,25.0,25.0,0.0,0.0
Red Paint Epoxy,Ltr,0.0,20.0,20.0,0.0,0.0
Red Spray paint,Nos,17.0,30.0,13.0,17.0,2040.0
"Reed Switch SME-8-K-Led-24, Festo",Nos,6.0,6.0,0.0,6.0,8173.62
Regulator (CO2),Nos,2.0,5.0,3.0,2.0,7868.0
Regulator (O2),Nos,2.0,8.0,6.0,2.0,7868.0
"Regulator 78L05 SMD, 30T89",Nos,0.0,200.0,200.0,0.0,0.0
Regulator 78M05 SMD,Nos,0.0,290.0,290.0,0.0,0.0
Regulator 78M12 SMD,Nos,0.0,0.0,0.0,0.0,0
"Regulator LM 7805,3-Terminal Positive Regulators, 5V, 2.1A, TO-220",Nos,100.0,300.0,200.0,100.0,850.0
"Regulator LM 7812,3-Terminal Positive Regulators, 12V, TO-220",Nos,100.0,250.0,150.0,100.0,850.0
"Regulator LM 7815,3-Terminal Positive Regulators, 15V, 1.2A, TO-220",Nos,150.0,350.0,200.0,150.0,1650.0
"Regulator LM 7818,3-Terminal Positive Regulators, 18V, 1.5A, TO-220",Nos,0.0,30.0,30.0,0.0,0.0
"Regulator LM 7905,3-Terminal Negative Regulators, -5 V, TO-220",Nos,100.0,300.0,200.0,100.0,1000.0
"Regulator LM 7912,3-Terminal Negative Regulators, -12 V, TO-220",Nos,100.0,250.0,150.0,100.0,1000.0
"Regulator LM 7915,3-Terminal Negative Regulators, -15 V, 2.2A, TO-220",Nos,100.0,350.0,250.0,100.0,1200.0
Relay 11 pin 10K240V AC ( O/E/N)-2R,Nos,0.0,2.0,2.0,0.0,0.0
"Relay 11-pin, 110 V, 3P (Led),10 A-MKS3PN-110VAC",Nos,0.0,1.0,1.0,0.0,0.0
"Relay 11-pin, 220 V, 3P (Led-N),10 A-MKS3PN-220VAC",Nos,46.0,209.0,163.0,46.0,22310.0
"Relay 11-pin, 24 V DC, 3P (Led),10 A-MKS3PN-24VDC",Nos,60.0,467.0,407.0,60.0,31500.0
"Relay 12 DVC, 250V AC, 5A, 2 C/O , Blue-MI-SH-212L",Nos,18.0,77.0,59.0,18.0,1656.0
"Relay 12 VDC, 250V AC, 10A, 1 C/O, Blue-MI-SH-112L",Nos,100.0,168.0,68.0,100.0,14500.0
"Relay 12 VDC, 250V AC, 10A, 1 C/O, Blue-MI-SH-112L",Nos,100.0,168.0,68.0,100.0,14500.0
"Relay 12 VDC, 250V AC, 3A, 1 C/O, Gray-PCN-112D3MHZ",Nos,0.0,324.0,324.0,0.0,0.0
"Relay 12V DC,  2 A,2 C/O, Black-GS-SH-212T",Nos,134.0,345.0,211.0,134.0,9178.0
"Relay 12V DC,  LD40-12VDC Leone",Nos,15.0,25.0,10.0,15.0,1125.0
"Relay 2 Changover-8A, 24V DC-788-312/003-000",Nos,0.0,2.0,2.0,0.0,0.0
"Relay 24 VDC, 250 V AC , 10A, 1 C/O,Blue-MI-SH-124L",Nos,3.0,725.0,722.0,3.0,372.0
"Relay 24 VDC, 250 V AC , 3A, 1 C/O-PCN-124D3MHZ",Nos,9.0,112.0,103.0,9.0,1152.0
"Relay 24V DC , 6A, 2 C/O-57DP",Nos,0.0,6.0,6.0,0.0,0.0
"Relay 24V DC, 120V AC, 2A, 2 C/O, Black-GS-HS-224T",Nos,62.0,62.0,0.0,62.0,3410.0
"Relay 24V DC, 230V AC, 7A, 400 Ohm-65-24-1CE",Nos,14.0,23.0,9.0,14.0,3430.0
"Relay 24V DC, 250V AC, 5A, 2 C/O, Blue-MI-SH-224L",Nos,75.0,100.0,25.0,75.0,7050.0
Relay 48DAS100ZM 100Amp,Nos,0.0,1.0,1.0,0.0,0.0
"Relay 48V DC,  2 C/O, Black-MIH-SH248L",Nos,0.0,10.0,10.0,0.0,0.0
"Relay 5V DC, 8 pin, 120V AC, 2A, 2 C/O, Black-GS-SH-205T",Nos,9.0,45.0,36.0,9.0,405.0
"Relay Base 11-Pin, 10 A, 250V AC-PF113A-E",Nos,103.0,848.0,745.0,103.0,11064.0
"Relay Signal, 12 VDC, DPDT, 3 A, D2n/V23105, Through Hole, Non Latching",Nos,0.0,310.0,310.0,0.0,0.0
"Relay Signal,DPDT,12 VDC,3A,150mW",Nos,0.0,24.0,24.0,0.0,0.0
"Relay Signal,SPST,12 VDC,LEONE",Nos,0.0,20.0,20.0,0.0,0.0
Relimate Connector -10 Pin (M/F),nos,0.0,40.0,40.0,0.0,0.0
Relimate Connector Pin Roll,nos,0.0,1.0,1.0,0.0,0.0
Relimate Connector-16 Pin(Male+ Female),nos,85.0,85.0,0.0,85.0,884.0
Relimate Connector-3 Pin (Male+Female),nos,200.0,250.0,50.0,200.0,3000.0
Relimate Connector-7 Pin (Female),nos,0.0,50.0,50.0,0.0,0.0
